https://stko-directrelief.geog.ucsb.edu/lod/expert/Helen_Wearing,https://stko-directrelief.geog.ucsb.edu/lod/expert/Mortiz_Kraemer,https://stko-directrelief.geog.ucsb.edu/lod/expert/Rene_Neihus,https://stko-directrelief.geog.ucsb.edu/lod/expert/Pamela_Martinez,https://stko-directrelief.geog.ucsb.edu/lod/expert/Dennis_Chao,https://stko-directrelief.geog.ucsb.edu/lod/expert/Alex_Perkins,https://stko-directrelief.geog.ucsb.edu/lod/expert/Christine_Tedijanto,https://stko-directrelief.geog.ucsb.edu/lod/expert/Sarah_Cobey,https://stko-directrelief.geog.ucsb.edu/lod/expert/Christophe_Fraser,https://stko-directrelief.geog.ucsb.edu/lod/expert/Ryan_Layer,https://stko-directrelief.geog.ucsb.edu/lod/expert/Kenth_Engo-Monsen,https://stko-directrelief.geog.ucsb.edu/lod/expert/Balaram_Ravindran,https://stko-directrelief.geog.ucsb.edu/lod/expert/Rolando_Acosta,https://stko-directrelief.geog.ucsb.edu/lod/expert/Daniel_Weinberger,https://stko-directrelief.geog.ucsb.edu/lod/expert/Bryan_Grenfell,https://stko-directrelief.geog.ucsb.edu/lod/expert/Nishant_Kishore,https://stko-directrelief.geog.ucsb.edu/lod/expert/Mathew_Kiang,https://stko-directrelief.geog.ucsb.edu/lod/expert/Jennifer_Chan,https://stko-directrelief.geog.ucsb.edu/lod/expert/Daniel_Larremore,https://stko-directrelief.geog.ucsb.edu/lod/expert/Brooke_Nichols,https://stko-directrelief.geog.ucsb.edu/lod/expert/Ayesha_Mahmud,https://stko-directrelief.geog.ucsb.edu/lod/expert/Bailey_Fosdick,https://stko-directrelief.geog.ucsb.edu/lod/expert/Stephen_Riley,https://stko-directrelief.geog.ucsb.edu/lod/expert/Lerato_Magosi,https://stko-directrelief.geog.ucsb.edu/lod/expert/Nick_Geard,https://stko-directrelief.geog.ucsb.edu/lod/expert/Hsiao-Han_Chang,https://stko-directrelief.geog.ucsb.edu/lod/expert/Hao_Hu,https://stko-directrelief.geog.ucsb.edu/lod/expert/Urs_Gasser,https://stko-directrelief.geog.ucsb.edu/lod/expert/Srinath_Srinivasa,https://stko-directrelief.geog.ucsb.edu/lod/expert/Rebecca_Kahn,https://stko-directrelief.geog.ucsb.edu/lod/expert/Mauricio_Santillana,https://stko-directrelief.geog.ucsb.edu/lod/expert/Mike_Famulare,https://stko-directrelief.geog.ucsb.edu/lod/expert/Sam_Brand,https://stko-directrelief.geog.ucsb.edu/lod/expert/Amy_Wesolowski,https://stko-directrelief.geog.ucsb.edu/lod/expert/Andy_Tatem,https://stko-directrelief.geog.ucsb.edu/lod/expert/Jessica_Metcalf,https://stko-directrelief.geog.ucsb.edu/lod/expert/Alejandro_Feged,https://stko-directrelief.geog.ucsb.edu/lod/expert/Roy_Burstein,https://stko-directrelief.geog.ucsb.edu/lod/expert/Sheetal_Silal,https://stko-directrelief.geog.ucsb.edu/lod/expert/Alexandra_Wood,https://stko-directrelief.geog.ucsb.edu/lod/expert/Daniel_Klein
1.0000000000000009,0,0.09803388721951198,0.11056655645030111,0.14126415630288378,0,0.14484863127712194,0.07242385136108218,0.2844827760230389,0,0,0,0.184739176772083,0.1477000605512103,0.08866598850303928,0,0,0,0,0,0,0,0.23783648658171813,0,0.09721312234352446,0.08085221470192579,0.09274895446305116,0,0,0.11606364983640309,0.10853909292576122,0.08449547819705737,0.24411377869036208,0.10970858911753334,0,0,0,0,0,0,0.11050948443779075
0,1,0,-0.0020087710986590253,0.016939391468466222,0.07990091381594924,0,0.08611276467939101,0.034247018865607846,0.08302165831855059,0.07531590017183437,0,0,0.09769360921377204,0,0,-0.0011576773239668657,0.10961518493556453,0.030271588366747364,0,0.016967093779732823,0,0.14039310951293313,0.0010796187020575968,0,0,0,0,0.0004666181270412456,0,0.01058480292652094,0.1840425193469726,0,0,0,-0.0032363389707924196,0.08436390989508268,0,0,0,0
0.09803388721951198,0,0.9999999999999993,0,0.14036854433958523,0,0.18772340110004707,0,0.2988379602336402,0.12019771015842466,0,0.14298274997804095,0,0,0,0.35578723341584056,0.1394973514689556,0,0,0,0,0.08463854490038528,0.16938546435736404,0.1263020785455738,0,0.11038164641279037,0.23454079272871806,0,0,0,0.09145225849473079,0.12048362517177624,0.1396479277097772,0.2540481415031943,0.11071108993127755,0,0,0.09337396674362552,0,0,0
0.11056655645030111,0,0,0.9999999999999999,0,0.033039604580803676,0.022687868739619418,0.13928934056352554,0.052224803239608916,0.047548548531883235,0,0,0,0.06204047788140643,0.14288559615989058,0,0,0,0,0,0,0,0.07567170975841331,0,0.04400051227586896,0.06569169529141693,0.1327638361361038,0,0,0,0.09158564711109451,0.03385781978180125,0.12727017738039956,0,0.15466216187186305,0.0306634629823537,0.20345055732350578,0.06741352508182061,0,0,0
0.14126415630288378,0.016939391468466222,0.14036854433958523,0,1,0,0.06778338380672452,0,0.19756487919399549,0,0,0.07812322662373807,0.12315871100104368,0.01304771240408793,0,0.022464494860318672,0,0.0612027687391076,0,0.044803474876032694,0,0,0.0841080813157757,0,0.19785872202960722,0,0.3410468629495064,0,0,0.10244129662479894,0,0.022499760399664597,0.16121977775351803,0,0,0,0,0.045145846047426566,0,0,0.1918219839457876
-0.0055932494523416865,0.07990091381594924,0,0.033039604580803676,0,0.9999999999999998,0,0.002711180437366889,0,0,0.08095711641157653,0.014455346997791248,0.0061412661231737935,0.1005924577201512,0,0,0.0004448770893097008,0.06677413783069787,0,0.014048161046068795,0.04482040321683996,0,0,0,-0.005566068037154577,0,0,0,0,0.008874900170113135,0,0,0.0032176078880649253,0.053849215500595474,0,0,0.05958123844192619,0,0.09892018644960862,0,0.020586207959152218
0.14484863127712194,0,0.18772340110004707,0,0.06778338380672452,0,1.0000000000000007,0.09505844083188479,0.19362940311076926,0.06746145280722661,0,0.06094806120662975,0,0.15640519019069654,0,0.07520591618550743,0,0,0,0,0,0.15213663299892272,0.11668741862395411,0.06437264309777006,0,0.10750247071978078,0.11832267371636672,0,0,0.2944192748496296,0,0,0,0.09479392536381097,0,0.052640751694713335,0,0,0.054984945036279605,0,0.08201168397116126
0.07242385136108218,0.08611276467939101,0,0.13928934056352554,0,0,0.09505844083188479,0.9999999999999988,0.19256432270835694,0.19740429404963108,0,0.19629975122239418,0.058435712368356825,0.09349274048187632,0.05003675280369015,0,0,0,0.09711112840497019,0,0,0.11659550850807031,0.0832369009267758,0.1416522552082299,0,0.10660978771045443,0.09310057097016142,0,0,0,0,0.17865921184076705,0.07444739257358997,0,0,0.061153583561240184,0,0,0,0,0
0.2844827760230389,0.034247018865607846,0.2988379602336402,0.052224803239608916,0.19756487919399549,0,0.19362940311076926,0.19256432270835694,0.9999999999999996,0,0,0,0,0.013976261252787024,0.12375055164129449,0.031152292173165685,0.04896945553187106,0,0,0.011718968347058323,0,0,0.3337228685683911,0,0,0.08149678387871936,0.1365567528068837,0,0,0,0.10962117734435486,0.09834886328363741,0.023915150835638884,0,0,0.04545018914220751,0,0,0,0,0
0,0.08302165831855059,0.12019771015842466,0.047548548531883235,0,0,0.06746145280722661,0.19740429404963108,0,0.9999999999999996,0,0.24099208744353473,0,0,0,0,0.05196014624980157,0,0.2104492139430289,0,0.04161081621789801,0.2112643207324894,0,0.24467782101125063,0,0.1404320784931257,0.0726034679319633,0,0.25748669878116553,0,0,0.20895886579187908,0,0.05412666530711258,0,0,0.1118716951088267,0.15103127011387782,0,0.10256032212891622,0
0,0.07531590017183436,0,0.006781312675335452,0,0.0809571164115765,0,0,0,0,1.0000000000000007,0,0.04508097346808741,0,0.053578317606830975,0,0.12677849119808426,0.030125540088574293,0.06242624776883776,0,0.1869576762239206,0.03186435444309965,0,0,0,0,0,0.05588501522069467,0.1497842585207929,0.010099397551157479,0.13447446098944077,0,0,0.023782336198266668,0.054346255123395734,0,0,0.1938489554561474,0.0207275800764863,0.13435281142181335,0
0,0,0.14298274997804095,0,0.07812322662373807,0,0,0.19629975122239418,0,0.24099208744353473,0,0.9999999999999991,0.11040389321277067,0,0,0.07959972149863952,0.14147890765601515,0.10564160678527841,0.3663557926460701,0.10561730763980064,0,0.2888771063021392,0,0.3232137337300113,0,0,0.12119848321103367,0,0.3413416414711758,0,0.16561266384522585,0.14928088722970928,0,0.10558336918458759,0.10869518320838455,0,0,0,0,0.2538942179258574,0
0.184739176772083,0,0.051528913640516004,0,0.12315871100104368,0,0,0.058435712368356825,0,0,0.04508097346808742,0.11040389321277067,1.0000000000000004,0.17797704587547233,0,0.13066693311160768,0.25343337370353614,0.09491191696947943,0.04727158811998388,0,0,0,0,0,0.10558267422969199,0,0,0,0.07954703965835914,0,0.07252883168942086,0,0.07380250183436911,0.1219005296994535,0,0,0.05873214374369897,0,0,0.04663033994674775,0.09659353823837115
0.1477000605512103,0.09769360921377204,0,0.06204047788140643,0,0.1005924577201512,0.15640519019069654,0.09349274048187632,0,0,0,0.05163878618272644,0.17797704587547233,0.9999999999999998,0,0,0,0.037575236317208285,0,0,0,0.04033109177977221,0.054144097951945525,0.09150102359314263,0.05301995765519418,0,0,0.07014096841395123,0,0.11404090519273685,0,0,0,0.06817064082246294,0,0,0.06190410848558003,0.04519597084183839,0,0,0.13616016458594452
0.08866598850303928,0,0,0.14288559615989058,0,0,0,0.05003675280369015,0.12375055164129449,0,0.053578317606830926,0,0,0,1.000000000000001,0,0.21312183898426812,0,0.0895195442581611,0.24370695092605504,0.06790160441121987,0,0.16686230813145503,0.0751221549832871,0,0.07135345270868454,0,0,0.16656819564362024,0.045106632030601175,0.1475054271934122,0,0,0,0.293253347999713,0,0.1776337291425991,0.18727989257840214,0.07815490626427374,0,0
0,0,0.35578723341584056,0,0,0,0.07520591618550743,0,0,0,0,0.07959972149863953,0.1306669331116077,0,0,0.9999999999999997,0.5062042943064233,0.043824056001249716,0.055084159470905635,0.1022340134900652,0.21716480144316516,0.060948366607941916,0.08240673875057972,0,0,0.053616400116093046,0,0.06335458289155253,0,0.07668148165531871,0,0,0,0.14984562567632276,0.05189352179211196,0.05319531396096127,0,0.055980515264986805,0.09219952674282084,0,0
0,0,0.1394973514689556,0,0,0,0,0,0,0,0.12677849119808438,0.14147890765601515,0.25343337370353614,0,0.21312183898426812,0.5062042943064234,0.9999999999999991,0.06789098388701223,0.1564175146212069,0,0.4069739668721475,0.23610522864391342,0.08106327856579355,0.05401427212433758,0,0.07932932718171892,0,0.08151203283573785,0.09024066508989148,0,0.09298932447537321,0,0,0,0.15557195691835166,0,0.1006894463129306,0.13769196732841385,0,0,0
0,0.10961518493556453,0,0,0.0612027687391076,0.06677413783069787,0,0,0,0,0,0.10564160678527841,0.09491191696947943,0,0,0,0.06789098388701223,1.0000000000000002,0.17201292306510024,0.059171057515757144,0.09807681086871424,0.08814326146799875,0.13076981691359485,0,0.1040897304125982,0,0,0,0.09916957476233608,0,0,0.16843516450514062,0.11247515229905353,0.237637609313083,0,0,0,0,0.08483846327129135,0.10447686047639154,0.19457396999687332
0,0,0.0821911660287695,0,0,0,0,0.09711112840497019,0,0.2104492139430289,0.06242624776883784,0.3663557926460701,0,0,0.0895195442581611,0,0.1564175146212069,0.17201292306510024,1,0,0,0.24533962069282883,0,0.28824469923466534,0.07249955653214864,0.14904510967283066,0,0,0.31188680897139875,0,0.1447797017192943,0.21040071015400313,0,0,0.22114285576085127,0,0.09361227459082777,0.07072020453502662,0,0.27992899136702204,0
0.06493952069014684,0,0,0,0.044803474876032694,0,0.03298513568949613,0,0,0,0,0.10561730763980064,0,0.027003552241654356,0.24370695092605504,0.1022340134900652,0,0.059171057515757144,0,1.0000000000000007,0,0.056984344164873,0,0.15624244939532228,0.06688156674293343,0,0,0,0.07508795933280014,0.13839733831767828,0,0,0,0.055212046984839565,0.03716056470288142,0,0,0.10182828549862288,0.2996672317824742,0.1327968896365554,0.3813398341727073
0,0.016967093779732864,0,0,0.005764231258779597,0.04482040321683998,0,0,0,0.04161081621789801,0.1869576762239206,0.05237494503115991,0,0,0.06790160441121984,0.21716480144316516,0.4069739668721476,0.09807681086871434,0.021352444485981323,0,1,0.18276201511727594,0,0,0,0.182920860596111,0,0,0.025590425242107105,0,0.0630549827798118,0,0,0,0.23988369564905918,0,0.09476228375179514,0.06007320076793062,0.21722237666787095,0,0
0,0,0.08463854490038528,0,0,0,0.15213663299892272,0.11659550850807031,0,0.2112643207324894,0,0.2888771063021392,0,0,0,0.06094836660794188,0.23610522864391342,0.08814326146799875,0.24533962069282883,0,0.18276201511727597,0.9999999999999996,0,0.2587878813420001,0,0,0,0.16222871925317123,0.21256590679124485,0,0.15746677682698687,0.13233752570762694,0,0,0.08073718223920759,0,0.074829220588222,0.14130673585900752,0,0.15305871621365996,0
0.23783648658171813,0.14039310951293313,0.16938546435736404,0.07567170975841331,0.0841080813157757,0,0.11668741862395411,0.0832369009267758,0.3337228685683911,0,0,0,0,0,0.16686230813145503,0.08240673875057972,0.08106327856579355,0.13076981691359485,0,0,0,0,1.0000000000000002,0,0,0.0652138499779747,0.07432230737447397,0,0,0,0.08047917774705524,0.12895052540213264,0.14959404099183057,0,0.09344268013311843,0.07079298776891542,0,0,0,0,0
0,0,0.1263020785455738,0,0,0,0,0.1416522552082299,0,0.24467782101125063,0,0.3232137337300113,0,0.09150102359314263,0.0751221549832871,0,0,0,0.28824469923466534,0.15624244939532228,0,0.2587878813420001,0,1.0000000000000004,0.07613977817207893,0,0,0,0.21967375797139263,0.12098193661588451,0.0895860368324459,0.14944209048375295,0,0.14353552714063167,0.08721461261443189,0,0.11794062918121727,0.07749145012912148,0,0.1539774190119007,0
0.09721312234352446,0,0,0.04400051227586896,0.19785872202960722,0,0,0,0,0,0,0.06973885793730168,0.10558267422969199,0.05301995765519418,0,0,0.04500103090492632,0.1040897304125982,0.07249955653214864,0.06688156674293343,0,0.03271008110568267,0,0.07613977817207893,0.9999999999999997,0,0.157561072277214,0.0649107806509928,0,0,0,0,0.27573844434255723,0,0,0,0,0.140392541485535,0.008826657412775225,0.06029574693394845,0.18686660870701546
0.0808522147019258,0,0.11038164641279043,0.06569169529141693,0,0,0.10750247071978089,0.10660978771045446,0.08149678387871936,0.1404320784931257,0,0,0,0,0.07135345270868457,0.053616400116093046,0.07932932718171891,0,0.14904510967283072,0,0.18292086059611098,0.05120802967547736,0.0652138499779747,0,0,1.0000000000000004,0,0,0,0.11264785376791739,0,0.12843685398059596,0,0,0.12014581868976966,0,0.06782694576624286,0,0.07446986803526291,0,0
0.09274895446305116,0,0.23454079272871806,0.1327638361361038,0.3410468629495064,0,0.11832267371636672,0.09310057097016142,0.1365567528068837,0.0726034679319633,0,0.12119848321103367,0,0,0,0,0,0.028161125351048567,0,0,0,0.05241202283220572,0.07432230737447397,0.05173549616861738,0.157561072277214,0,1.000000000000001,0,0.007163251784834252,0,0,0.14328608805659224,0.17740406078644214,0.05900516667690558,0.018287280604299076,0,0,0,0,0,0
0,0,0,0,0,0,0,-0.0070243048566391905,0,0.03232213790590243,0.055885015220694674,0.059223476409949,-0.0204675194772532,0.07014096841395123,0,0.06335458289155253,0.08151203283573785,0,0.036257704889266947,-0.01912104212665033,-0.004436957944109672,0.16222871925317123,0,-0.01632725950087649,0.0649107806509928,0,0,0.9999999999999994,0.0940232126364529,0,0,0,0,0,0,0,0,0.004921403151438381,0.019403665898143692,0.14130142077681382,0.04850401919574365
0,0,0,0,0,0,0,0,0,0.25748669878116553,0.14978425852079294,0.3413416414711758,0.07954703965835914,0,0.16656819564362024,0.0404072366572413,0.09024066508989148,0.09916957476233608,0.31188680897139875,0.07508795933280014,0,0.21256590679124485,0,0.21967375797139263,0,0,0,0.0940232126364529,0.9999999999999998,0,0.15215624888113335,0,0,0,0.025797432899044133,0,0.09504100736474905,0.14007420390477987,0.06093795588581921,0.37848018662680893,0
0.11606364983640309,0,0.06600491458566937,0,0.10244129662479894,0,0.2944192748496296,0.010597796742453697,0,0,0,0,0.032450846022184336,0.11404090519273685,0.045106632030601175,0.07668148165531871,0,0,0,0.13839733831767828,0,0,0.01398650840532144,0.12098193661588451,0,0.11264785376791739,0,0,0,0.9999999999999997,0,0,0.1592711976165646,0.29425820132832436,0,0.054953786346367196,0.047625207359959405,0,0.11994040401367351,0,0.1139750535502986
0.10853909292576125,0,0.09145225849473075,0.09158564711109454,0,0,0,0,0.10962117734435486,0,0.13447446098944077,0.16561266384522577,0.07252883168942087,0,0.14750542719341211,0,0.09298932447537323,0.05891040744938722,0.14477970171929436,0,0.0630549827798118,0.1574667768269869,0.08047917774705522,0.08958603683244588,0,0,0,0,0.15215624888113338,0,0.9999999999999988,0.13426854235478997,0,0,0,0,0.06675488762584714,0.08526682275461511,0,0,0
0.08449547819705737,0.1840425193469726,0.12048362517177624,0,0,0,0,0.17865921184076705,0.09834886328363741,0.20895886579187908,0,0.14928088722970928,0,0,0,0,0,0.16843516450514062,0.21040071015400313,0,0,0.13233752570762694,0.12895052540213264,0.14944209048375295,0,0.12843685398059593,0.14328608805659224,0,0,0,0.13426854235478994,1.0000000000000002,0.13160381694831585,0.06671525389277727,0,0,0.043284186347039566,0.04257690296768574,0,0,0
0.24411377869036208,0,0.1396479277097772,0.12727017738039956,0.16121977775351803,0,0,0.07444739257358997,0.023915150835638884,0,0,0,0.07380250183436911,0.03298558790977489,0,0,0.0203849808844417,0.11247515229905353,0,0,0,0,0.14959404099183057,0,0.27573844434255723,0,0.17740406078644214,0,0,0.1592711976165646,0,0.13160381694831585,1,0.1330895234770046,0,0.08838295672616908,0,0,0.050408552528454234,0,0.1593344149933078
0.10970858911753334,0,0.2540481415031943,0,0,0.053849215500595474,0.09479392536381097,0,0,0.05412666530711258,0,0.10558336918458759,0.1219005296994535,0.06817064082246294,0,0.14984562567632273,0,0.237637609313083,0,0.055212046984839565,0,0,0.05462150787122664,0.14353552714063167,0,0,0.05900516667690558,0,0,0.29425820132832436,0,0.06671525389277727,0.1330895234770046,1,0,0,0,0,0,0.12212447988653172,0.10502149556427089
0,0,0.11071108993127755,0.15466216187186305,0,0,0,0.04017783872498271,0,0,0.054346255123395755,0.10869518320838455,0,0,0.293253347999713,0.051893521792111895,0.15557195691835166,0,0.22114285576085127,0.03716056470288142,0.23988369564905926,0.08073718223920759,0.09344268013311843,0.08721461261443189,0,0.12014581868976969,0,0,0,0,0,0,0,0,1.0000000000000007,0,0.11368540732318846,0.24518545615127307,0.09100848726699992,0.10981039949694374,0
0.0698934934024052,-0.003236338970792403,0.007243198719749898,0.03066346298235365,0,0,0.05264075169471332,0.06115358356124012,0.04545018914220751,0,0,0,0,0.011697497190473971,0,0.05319531396096127,0,0.04653199090121587,0.0389117373258573,0,0,0.00041623642911523765,0.07079298776891546,0,0,0,0,0,0,0.054953786346367196,-0.0007645281948252198,0,0.088382956726169,0,0.013817146105937803,0.9999999999999998,0.03342776784257109,0,0,0,0.04758866248084672
0,0.08436390989508268,0,0.20345055732350578,0,0.05958123844192619,0,0,0,0.1118716951088267,0,0,0.05873214374369897,0.06190410848558003,0.1776337291425991,0,0.1006894463129306,0,0.09361227459082777,0,0.09476228375179511,0.074829220588222,0,0.11794062918121727,0,0.06782694576624285,0,0,0.09504100736474905,0.047625207359959405,0.06675488762584716,0.043284186347039566,0,0,0.11368540732318846,0,0.9999999999999991,0.1790988587701709,0,0,0
0,0,0.09337396674362552,0.06741352508182061,0,0,0,0,0,0.15103127011387782,0.19384895545614733,0,0,0,0.18727989257840214,0.05598051526498682,0.13769196732841385,0,0.07072020453502662,0.10182828549862288,0.06007320076793065,0.14130673585900752,0,0.07749145012912148,0.140392541485535,0,0,0,0.14007420390477987,0,0.08526682275461515,0,0,0,0.24518545615127307,0,0.1790988587701709,1.0000000000000004,0.1488284015814168,0.0516445438583552,0
0,0,0,0,0,0.09892018644960862,0.054984945036279605,0,0,0.035350573563591475,0,0.06919734376825175,0,0,0.07815490626427374,0.09219952674282067,0.03580032105542857,0.08483846327129135,0,0.2996672317824742,0.2172223766678708,0,0,0.05907270323572029,0,0.07446986803526298,0,0,0.06093795588581921,0.11994040401367351,0,0,0.050408552528454234,0,0.09100848726699992,0,0,0.1488284015814168,1,0.09134869679966086,0.09365224154896863
0,0,0.02880987567341588,0,0,0,0,0,0,0.10256032212891622,0.13435281142181335,0.2538942179258574,0.04663033994674775,0.03331124839341386,0,0,0.035673469525253396,0.10447686047639154,0.27992899136702204,0.1327968896365554,0,0.15305871621365996,0,0.1539774190119007,0.06029574693394845,0,0,0.14130142077681382,0.37848018662680893,0,0,0,0,0.12212447988653172,0.10981039949694374,0,0,0.0516445438583552,0.09134869679966086,0.9999999999999999,0
0.11050948443779077,0,0,0,0.1918219839457877,0.020586207959152253,0.08201168397116132,0,0,0,0,0.05176386146754048,0.09659353823837119,0.13616016458594457,0,0.016351239644581725,0,0.1945739699968732,0,0.3813398341727073,0,0.03572863686342999,0,0.007752226267633534,0.18686660870701544,0,0,0.04850401919574364,0,0.1139750535502986,0,0,0.15933441499330792,0.10502149556427093,0,0.047588662480846686,0,0,0.09365224154896862,0,1